"1,000kg"	数値表現-寸法表現-重量
根	名前-自然物名-生物名-植物部位名
根室交通	名前-組織名-企業名
根室駅	名前-施設名-GOE-駅名-電車駅名
根岸衛奮	名前-人名
根本	名前-施設名-GOE-駅名-電車駅名
根本直枝	名前-人名
根本陸夫	名前-人名
根本駅	名前-施設名-GOE-駅名-電車駅名
根谷美智子	名前-人名
根食真実	名前-人名
格闘技	名前-製品名-競技名
桂あやめ	名前-人名
桂ざこば	名前-人名
桂小米朝のハートフル大阪	名前-製品名-芸術名-番組名
桂川千絵	名前-人名
桂文枝 (5代目)	名前-人名
桂文楽	名前-人名
桂文治	名前-人名
桂木隆夫	名前-人名
桂米丸 (4代目)	名前-人名
桂米朝 (3代目)	名前-人名
桂離宮	名前-施設名-GOE-GOE_その他
桃井かおり	名前-人名
桃井はるこ	名前-人名
桃生町	名前-地名-GPE-市区町村名
桃生郡	名前-地名-GPE-群名
桃色の店 / 街角	名前-製品名-芸術名-映画名
桃花台東	名前-施設名-GOE-駅名-電車駅名
桃花台東駅	名前-施設名-GOE-駅名-電車駅名
桐原朝夫	名前-人名
桐壺帝	名前-人名
桐山部屋	名前-組織名-競技グループ名
桑原裕子	名前-人名
桑名	名前-地名-GPE-市区町村名
桑名市	名前-地名-GPE-市区町村名
桑名駅	名前-施設名-GOE-駅名-電車駅名
桑園駅	名前-施設名-GOE-駅名-電車駅名
桑島法子	名前-人名
桑田圭祐の音楽寅さん	名前-製品名-芸術名-番組名
桑谷夏子	名前-人名
桑野信義	名前-人名
桓帝	名前-人名
桓帝 (漢)	名前-人名
桓武天皇	名前-人名
桓武平氏	名前-組織名-組織名_その他
桓温	名前-人名
桓玄	名前-人名
桜むつ子	名前-人名
桜井智	名前-人名
桜内義雄	名前-人名
桜樹ルイ	名前-人名
桜沢	名前-人名
桶川駅	名前-施設名-GOE-駅名-電車駅名
梁山泊	名前-地名-地形名-河川湖沼名
梁田清之	名前-人名
梅原幹	名前-人名
梅宮アンナ	名前-人名
梅宮辰夫	名前-人名
梅干	名前-製品名-食べ物名
梅戸勝之進	名前-人名
梅沢道治	名前-人名
梅津泰臣	名前-人名
梅津秀行	名前-人名
梅津美治郎	名前-人名
梅田みか	名前-人名
梟の城	名前-製品名-芸術名-文学名
梟の城	名前-製品名-芸術名-映画名
梨元勝	名前-人名
梨本宮守正王	名前-人名
梨田昌孝	名前-人名
梨羽侑里	名前-人名
梨羽由記子	名前-人名
梶芽衣子	名前-人名
棋士 (将棋)	名前-職業名
棋神伝バトルコマンダー	名前-製品名-芸術名-文学名
棋聖戦	名前-イベント名-催し物名-大会名
棍棒	名前-製品名-武器名
棟	名前-人名
森やすじ	名前-人名
森下元晴	名前-人名
森下千里	名前-人名
森且行	名前-人名
森久	名前-人名
森井忠良	名前-人名
森信三	名前-人名
森内俊之	名前-人名
森喜久子	名前-人名
森山ゆうじ	名前-人名
森山直太朗	名前-人名
森山良子	名前-人名
森嶋通夫	名前-人名
森川展男	名前-人名
森川聡子	名前-人名
森康二	名前-人名
森末慎二	名前-人名
森本哲司	名前-人名
森本哲郎	名前-人名
森本晃司	名前-人名
森本毅郎	名前-人名
森本雅樹	名前-人名
森村進	名前-人名
森林	名前-地名-地形名-陸上地形名
森林公園	名前-施設名-公園名
森林公園駅	名前-施設名-GOE-駅名-電車駅名
森林公園駅 (埼玉県)	名前-施設名-GOE-駅名-電車駅名
森次晃嗣	名前-人名
森永	名前-組織名-企業名
森永製菓	名前-組織名-企業名
森派	名前-組織名-組織名_その他
森田一義アワー笑っていいとも!	名前-製品名-芸術名-番組名
森田公一	名前-人名
森田童子	名前-人名
森田美由紀	名前-人名
森田順平	名前-人名
森祇晶	名前-人名
森脇健児	名前-人名
森脇英理子	名前-人名
森茂樹	名前-人名
森藤よしひろ	名前-人名
森赳	名前-人名
森迫永依	名前-人名
森重樹一	名前-人名
森際康友	名前-人名
森高千里	名前-人名
森鴎外	名前-人名
植松駅	名前-施設名-GOE-駅名-電車駅名
植物学者	名前-職業名
植田まさし	名前-人名
植田幸弘	名前-人名
椎名へきる	名前-人名
椎名克典	名前-人名
椎名悦三郎	名前-人名
椎名誠	名前-人名
椎名高志	名前-人名
椎崎二郎	名前-人名
椙山女学園大学	名前-施設名-GOE-学校名
椴法華村	名前-地名-GPE-市区町村名
椿本昌夫	名前-人名
楚	名前-地名-GPE-国名
楚 (春秋)	名前-地名-GPE-国名
楚漢戦争	名前-イベント名-戦争名
楠木正成	名前-人名
楠見尚己	名前-人名
楡原駅	名前-施設名-GOE-駅名-電車駅名
楢原駅	名前-施設名-GOE-駅名-電車駅名
楢崎弥之助	名前-人名
極体	名前-自然物名-生物名-動物部位名
極官	名前-称号名-地位名
極東国際軍事裁判	名前-イベント名-イベント名_その他
極東軍事裁判	名前-イベント名-イベント名_その他
極道の妻たち	名前-製品名-芸術名-映画名
楽天ゴールデンイーグルス	名前-組織名-競技グループ名
榊原清則	名前-人名
榊原良子	名前-人名
榊原英資	名前-人名
榎さんのおはようさん	名前-製品名-芸術名-番組名
榎本武揚	名前-人名
榎本温子	名前-人名
榛沢郡	名前-地名-GPE-群名
榛野なな恵	名前-人名
槇原敬之	名前-人名
槍術	名前-製品名-競技名
樋井明日香	名前-人名
樋口一葉	名前-人名
樋口善法	名前-人名
樋口廣太郎	名前-人名
権中納言	名前-称号名-地位名
権威主義	名前-製品名-主義思想名
権官	名前-職業名
権現前駅	名前-施設名-GOE-駅名-電車駅名
権現山古墳群 (ふじみ野市)	名前-施設名-記念碑名
権現温泉	名前-地名-地形名-河川湖沼名
横井克裕	名前-人名
横井英樹	名前-人名
横光利一	名前-人名
横内なおき	名前-人名
横山まさみち	名前-人名
横山めぐみ	名前-人名
横山典弘	名前-人名
横山大観	名前-人名
横山智佐	名前-人名
横河・ヒューレット・パッカード	名前-組織名-企業名
横浜	名前-地名-GPE-市区町村名
横浜FC	名前-組織名-競技グループ名
横浜F・マリノス	名前-組織名-競技グループ名
横浜スタジアム	名前-施設名-施設名_その他
横浜中学校・高等学校	名前-施設名-GOE-学校名
横浜市	名前-地名-GPE-市区町村名
横浜市営バス	名前-組織名-企業名
横浜市道環状2号	名前-施設名-路線名-道路名
横浜新道	名前-施設名-路線名-道路名
横浜横須賀道路	名前-施設名-路線名-道路名
横浜銀蝿	名前-組織名-組織名_その他
横浜駅	名前-施設名-GOE-駅名-電車駅名
横浜高校	名前-施設名-GOE-学校名
横浜高等学校	名前-施設名-GOE-学校名
横溝正史	名前-人名
横隔膜	名前-自然物名-生物名-動物部位名
横須賀地方隊	名前-組織名-軍隊名
横須賀市	名前-地名-GPE-市区町村名
樫井笙人	名前-人名
樺戸郡	名前-地名-GPE-群名
橋	名前-自然物名-生物名-動物部位名
橋 (脳)	名前-自然物名-生物名-動物部位名
橋口譲二	名前-人名
橋本	名前-施設名-GOE-駅名-電車駅名
橋本さとし	名前-人名
橋本大二郎	名前-人名
橋本恵子	名前-人名
橋本欣五郎	名前-人名
橋本登美三郎	名前-人名
橋本聖子	名前-人名
橋本関雪	名前-人名
橋本駅	名前-施設名-GOE-駅名-電車駅名
橋本龍伍	名前-人名
橋本龍太郎	名前-人名
橋田邦彦	名前-人名
橘佳奈	名前-人名
橘諸兄	名前-人名
機動戦士VS伝説巨神 逆襲のギガンティス	名前-製品名-芸術名-文学名
機動戦士Vガンダム	名前-製品名-芸術名-番組名
機動戦士Ζガンダム	名前-製品名-芸術名-映画名
機動戦士Ζガンダム	名前-製品名-芸術名-番組名
機動戦士Ζガンダム 星を継ぐ者	名前-製品名-芸術名-映画名
機動戦士ガンダム C.D.A. 若き彗星の肖像	名前-製品名-芸術名-文学名
機動戦士ガンダム MS IGLOO - 一年戦争秘録 -	名前-製品名-芸術名-映画名
機動戦士ガンダム MSジェネレーション	名前-製品名-芸術名-文学名
機動戦士ガンダム THE ORIGIN	名前-製品名-芸術名-文学名
機動戦士ガンダム シルエットフォーミュラ91	名前-製品名-芸術名-文学名
機動戦士ガンダム ジオンの再興	名前-製品名-芸術名-文学名
機動戦士ガンダム ムーンクライシス	名前-製品名-芸術名-文学名
機動戦士ガンダム 第08MS小隊	名前-製品名-芸術名-芸術名_その他
機動戦士ガンダム 逆襲のシャア	名前-製品名-芸術名-映画名
機動戦士ガンダム 閃光のハサウェイ	名前-製品名-芸術名-文学名
機動戦士ガンダム0080 ポケットの中の戦争	名前-製品名-芸術名-映画名
機動戦士ガンダム0083 STARDUST MEMORY	名前-製品名-芸術名-映画名
機動戦士ガンダムF90	名前-製品名-芸術名-文学名
機動戦士ガンダムF91	名前-製品名-芸術名-映画名
機動戦士ガンダムF91 フォーミュラー戦記0122	名前-製品名-製品名_その他
機動戦士ガンダムReon	名前-製品名-芸術名-文学名
機動戦士ガンダムSEED	名前-製品名-芸術名-番組名
機動戦士ガンダムSEED ASTRAY	名前-製品名-芸術名-文学名
機動戦士ガンダムSEED ASTRAY	名前-製品名-芸術名-番組名
機動戦士ガンダムSEED DESTINY	名前-製品名-芸術名-番組名
機動戦士ガンダムSEED DESTINY ASTRAY	名前-製品名-芸術名-文学名
機動戦士ガンダムΖΖ	名前-製品名-芸術名-番組名
機動戦士ガンダム外伝 THE BLUE DESTINY	名前-製品名-製品名_その他
機動戦士ガンダム外伝 コロニーの落ちた地で	名前-製品名-芸術名-文学名
機動戦士ガンダム外伝 宇宙、閃光の果てに…	名前-製品名-芸術名-文学名
機動戦士ガンダム外伝 宇宙、閃光の果てに…	名前-製品名-製品名_その他
機動戦士ガンダム戦記 Lost war chronicles	名前-製品名-製品名_その他
機動戦士ガンダム第08MS小隊	名前-製品名-芸術名-映画名
機動戦士クロスボーン・ガンダム	名前-製品名-製品名_その他
機動新世紀ガンダムX	名前-製品名-芸術名-番組名
機動新世紀ガンダムX〜UNDER THE MOONLIGHT〜	名前-製品名-芸術名-文学名
機動武闘伝Gガンダム	名前-製品名-芸術名-番組名
機巧奇傳ヒヲウ戦記	名前-製品名-芸術名-映画名
機械式	名前-製品名-方式制度名
機甲創世記モスピーダ	名前-製品名-芸術名-番組名
機銃	名前-製品名-武器名
機関車トーマス	名前-製品名-芸術名-文学名
機雷	名前-製品名-武器名
機雷戦艦艇	名前-製品名-乗り物名-船名
檀ふみ	名前-人名
檜山修之	名前-人名
檜山観光バス	名前-組織名-企業名
檜木田正史	名前-人名
檸檬 〜影絵亭ノスタルジヤ〜	名前-製品名-製品名_その他
次元大介	名前-人名
欧州共同体	名前-組織名-国際組織名
欧州宇宙機関	名前-組織名-国際組織名
欧陽脩	名前-人名
欲望という名の電車	名前-製品名-芸術名-文学名
欽ちゃんのドンとやってみよう!	名前-製品名-芸術名-番組名
歌人	名前-職業名
歌川広重	名前-人名
歌志内市	名前-地名-GPE-市区町村名
歌手	名前-職業名
歌曲	名前-製品名-芸術名-音楽名
歓喜天	名前-神名
正力松太郎	名前-人名
正午	時間表現-時間-時刻表現
正史	名前-製品名-芸術名-文学名
正木良明	名前-人名
正統カリフ	名前-称号名-地位名
正義論	名前-製品名-芸術名-文学名
武井明信	名前-人名
武井正教	名前-人名
武井正明	名前-人名
武儀町	名前-地名-GPE-市区町村名
武儀郡	名前-地名-GPE-群名
武内文平	名前-人名
武則天	名前-人名
武士	名前-職業名
武宗	名前-人名
武宗 (唐)	名前-人名
武将	名前-称号名-地位名
武川駅	名前-施設名-GOE-駅名-電車駅名
武帝	名前-人名
武帝 (南朝宋)	名前-人名
武昌蜂起	名前-イベント名-イベント名_その他
武満徹	名前-人名
武田信玄	名前-人名
武田信玄	名前-製品名-芸術名-番組名
武田信玄 (NHK大河ドラマ)	名前-製品名-芸術名-番組名
武田修一	名前-人名
武田樹里	名前-人名
武田泰淳	名前-人名
武田真治	名前-人名
武田鉄矢	名前-人名
武者○伝	名前-製品名-芸術名-文学名
武者ガンダム	名前-製品名-キャラクター名
武者列伝　武化舞可編	名前-製品名-芸術名-文学名
武英殿	名前-施設名-施設名_その他
武蔵中原駅	名前-施設名-GOE-駅名-電車駅名
武蔵伝II ブレイドマスター	名前-製品名-製品名_その他
武蔵国	名前-地名-GPE-GPE_その他
武蔵小山駅	名前-施設名-GOE-駅名-電車駅名
武蔵小杉駅	名前-施設名-GOE-駅名-電車駅名
